"1.      What do you think are barriers to getting ahead and becoming financially stable?  For each of the  following 27 options listed, please mark (x) if you think it is a “Big Barrier,” “Less of a Barrier” or “Not a Barrier” in your local community?",,,,,,,,,,,,,,,,,,,,,,,,,,,"1.      Our state is currently in an economic and health crisis. What type of PROGRAMS do you think are most needed to respond? (Pick your top three Priorities in the TOP column, add your next three priorities in the NEXT column)",,,,,,,,,,,,,,,,,,,,Any other program needed that would best help families become self-sufficient? (fill in),"a.      How familiar are you with the programs that are offered by EightCAP, Inc.?",,a.      Which response best describes how you see EightCAP’s current role in our community? (Please pick one.),a.      How can EightCAP best serve in the future? (Pick all the options that you think apply.),,,,,, Which county do you live in?,b. What best describes your relationship with EightCAP?,Have you used any of the following services from EightCAP in the last three years?,,,,,,,,,,,Have you experienced any of the following in the past year?,,,,,,,,,,,,,,,,What best describes your work status? (Check all that apply),What Counties do you work in? Check all that apply.,,,,,Do you have health insurance?,What best describes your Race/Ethnicity?,Gender?,Age,Marital Status,Schooling – last grade/degree completed?,Military Status?,Your current housing situtation?,"What is the monthly cost of housing for you- (include estimated cost of utilities, insurance in amount?)",How many people (adults and children) in your household?,What is your total Household income range?,Do you have a computer at home?,Do you have a Smart phone?,Do you have internet access?,Is there anything else about your circumstances you would like to share?,Is there anything else about the community's changing needs you would like to add?
Big Barrier,Big Barrier,Less of a Barrier,Big Barrier,Not a Barrier,Not a Barrier,Big Barrier,Less of a Barrier,Less of a Barrier,Not a Barrier,Less of a Barrier,Less of a Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Big Barrier,Less of a Barrier,Big Barrier,Big Barrier,Big Barrier,Not Applicable,Not Applicable,Top Priority,Top Priority,Top Priority,Top Priority,Next Priority,Next Priority,Top Priority,Top Priority,Top Priority,Not Applicable,Next Priority,Top Priority,Top Priority,Top Priority,Top Priority,Next Priority,Top Priority,Not Applicable,,Very familiar,,EightCAP’s services are vital for a strong community,Expand the availability of services in current programs (serve more customers),,,,,,Ionia,Client (in past or currently),,,,,Hotel Vouchers,,,,,,,"a.	Moved because of eviction or foreclosure","b.	Received a shut-off notice for utilities","c.	Been without heat","d.	Been homeless","e.	Used a food bank or food pantry","f.	Did you or family member cut or skip a meal because there was not enough money for food","g.	Household member lost job/laid off from work","h.	You or family member incarcerated (jail or prison) in past 3 years",,j. Didn’t get a prescription filled because of the cost,k. Missed work because didn’t have transportation,l. Missed work because child care plans fell through,m. Your family income dropped because an adult left the household,n. Your family income dropped because an adult became disabled and couldn’t work,,p. Missed a car payment/ insurance payment,"8.	Employed Seasonally",,Ionia,,,,Yes,White or Caucasian,Female,24-44 years,Married,Started College,N/A,Renting home or apartment,999,Household of 6,"$25,001 – 45,000",Yes,Yes,Yes,,
Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Top Priority,Next Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,,Not familiar with most EightCAP programs,,EightCAP’s services are vital for a strong community,Expand the availability of services in current programs (serve more customers),Improve access to and/or quality of current programs,Start new programs to met new needs in the community,Advocate for low income residents in the community,Partner with other organizations and agencies in the community,,Montcalm,Community member,,,,,,,,,,,,,,,,,,,,i.   Didn’t go to the doctor because of the cost,j. Didn’t get a prescription filled because of the cost,k. Missed work because didn’t have transportation,,,,,,"3.	Work for private business",,Ionia,,,,Yes,White or Caucasian,Male,45-54 years,Married,High School or GED diploma,N/A,Own/buying home,900,Household of 2,"$45,001-75,000",Yes,Yes,Yes,,
Big Barrier,Big Barrier,Big Barrier,Big Barrier,Don't know,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Don't know,Big Barrier,Big Barrier,Big Barrier,Less of a Barrier,Don't know,Don't know,Big Barrier,Don't know,Don't know,Don't know,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Top Priority,Next Priority,Next Priority,Top Priority,Top Priority,Next Priority,Top Priority,Top Priority,Top Priority,Top Priority,Next Priority,Top Priority,Top Priority,,Next Priority,Next Priority,Top Priority,Top Priority,Top Priority,Top Priority,,Somewhat familiar with EightCAP programs,,EightCAP’s services are vital for a strong community,Expand the availability of services in current programs (serve more customers),Improve access to and/or quality of current programs,Start new programs to met new needs in the community,Advocate for low income residents in the community,,,Gratiot,Work for EightCAP or on Governance Board/Policy Council,,,,,,,,,,,,,,,,,,,,i.   Didn’t go to the doctor because of the cost,,,,,,,,"7.	Working more than one job",,,Isabella,,,No,Hispanic or Latino,Female,45-54 years,Married,Have Masters or other advanced degree,N/A,Own/buying home,1558,Household of 6,"$12,001 – 25,000",Yes,Yes,Yes,"I have a Masters of Public Administration, completed with Honors 4.0 in February of 2014.  Unable to gain employment in my field due to lack of 3-5 years required experience in order to qualify for an Administration position.",businesses are closing doors due to COVID 19
Big Barrier,Less of a Barrier,Less of a Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Less of a Barrier,Big Barrier,Big Barrier,Big Barrier,Less of a Barrier,Big Barrier,Big Barrier,Less of a Barrier,Big Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Big Barrier,Big Barrier,Don't know,,,,,Next Priority,,Top Priority,,Next Priority,Top Priority,,,,Next Priority,,Top Priority,,,,,,Somewhat familiar with EightCAP programs,,EightCAP’s services are vital for a strong community,Expand the availability of services in current programs (serve more customers),Improve access to and/or quality of current programs,,Advocate for low income residents in the community,,,Montcalm,Work for EightCAP or on Governance Board/Policy Council,,,,,,,,,,,,,,,,,,"g.	Household member lost job/laid off from work",,,,,l. Missed work because child care plans fell through,,,,,"7.	Working more than one job",,,,Montcalm,,Yes,White or Caucasian,Female,24-44 years,Never Married,Have College Degree,N/A,Own/buying home,"1,000",Household of 4,"$45,001-75,000",No,Yes,No,,More food banks/ food trucks and childcare
Big Barrier,Less of a Barrier,Less of a Barrier,Big Barrier,Less of a Barrier,Less of a Barrier,Big Barrier,Big Barrier,Big Barrier,Not a Barrier,Not a Barrier,Less of a Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Not a Barrier,Less of a Barrier,Less of a Barrier,Big Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,,,,,Top Priority,,,,,Top Priority,Next Priority,,Next Priority,Next Priority,,Top Priority,,,,,,Somewhat familiar with EightCAP programs,,EightCAP’s services are vital for a strong community,Expand the availability of services in current programs (serve more customers),Improve access to and/or quality of current programs,Start new programs to met new needs in the community,Advocate for low income residents in the community,Partner with other organizations and agencies in the community,,Gratiot,Work for EightCAP or on Governance Board/Policy Council,,,,,,,,,,,,,,,,,,"g.	Household member lost job/laid off from work",,,,,,,,,,"6.	Non-profit (including religious org.) employee",Gratiot,,Isabella,Montcalm,,Yes,White or Caucasian,Female,55-69 years,Married,Started College,N/A,Own/buying home,$675.00,Household of 2,"$45,001-75,000",Yes,Yes,Yes,no,Right now with the stay at home order most households need internet service and computers for their children to do their school work.
Big Barrier,Big Barrier,Big Barrier,Big Barrier,Less of a Barrier,Big Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Less of a Barrier,Big Barrier,Less of a Barrier,Less of a Barrier,Big Barrier,Less of a Barrier,Big Barrier,Less of a Barrier,Big Barrier,Big Barrier,Less of a Barrier,Big Barrier,Big Barrier,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Next Priority,Next Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,,Somewhat familiar with EightCAP programs,,EightCAP’s services are vital for a strong community,Expand the availability of services in current programs (serve more customers),,,,,,Gratiot,Community member,,,,,,,,,,,,,,,,"e.	Used a food bank or food pantry",,"g.	Household member lost job/laid off from work",,i.   Didn’t go to the doctor because of the cost,j. Didn’t get a prescription filled because of the cost,,,,,,,"5.	Government (including schools) employee",Gratiot,,,,,Yes,White or Caucasian,Female,24-44 years,Married,Have Associates degree,N/A,Own/buying home,800,Household of 6,"$12,001 – 25,000",Yes,Yes,Yes,,
Big Barrier,Less of a Barrier,Don't know,Big Barrier,Don't know,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Less of a Barrier,Big Barrier,Less of a Barrier,Less of a Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,,Very familiar,,EightCAP’s services are vital for a strong community,Expand the availability of services in current programs (serve more customers),,,,,,Gratiot,Client (in past or currently),,,,Heating Assistance,,,,,,,,,"b.	Received a shut-off notice for utilities",,,,,,,,j. Didn’t get a prescription filled because of the cost,,,,,,,"2.	Retired",Gratiot,,,,,Yes,White or Caucasian,Female,55-69 years,Married,High School or GED diploma,N/A,Own/buying home,400,Household of 2,"$25,001 – 45,000",Yes,Yes,Yes,,
Less of a Barrier,Big Barrier,Big Barrier,Big Barrier,Less of a Barrier,Big Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Less of a Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Not Applicable,Top Priority,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Next Priority,Not Applicable,Top Priority,Top Priority,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Next Priority,Next Priority,Not Applicable,,Somewhat familiar with EightCAP programs,,EightCAP’s services are helpful but not vital for a strong community,Expand the availability of services in current programs (serve more customers),Improve access to and/or quality of current programs,,,,"More availability for educational opportunities for all families, not just low income",Montcalm,Community member,,,,,,,,,,,,,"b.	Received a shut-off notice for utilities",,,,,"g.	Household member lost job/laid off from work",,,j. Didn’t get a prescription filled because of the cost,,,,,,p. Missed a car payment/ insurance payment,"6.	Non-profit (including religious org.) employee",,,,Montcalm,,Yes,White or Caucasian,Female,24-44 years,Married,Have College Degree,N/A,Own/buying home,925,Household of 4,"$75,001-$100,000",Yes,Yes,Yes,"Because of our income we are unable to get any additional help from many or all of the programs 8cap has to offer, including preschool, my daughter who is 4 will probably not qualify for preschool simply based on our income. there is no other option (tuition based classrooms) in our county.",
Big Barrier,Big Barrier,Don't know,Not a Barrier,Don't know,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Less of a Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Next Priority,Top Priority,Top Priority,Next Priority,Top Priority,Next Priority,Next Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Next Priority,Next Priority,,Somewhat familiar with EightCAP programs,,EightCAP’s services are vital for a strong community,Expand the availability of services in current programs (serve more customers),Improve access to and/or quality of current programs,,Advocate for low income residents in the community,,,Ionia,Work for EightCAP or on Governance Board/Policy Council,,,,,,,,,,,,,"b.	Received a shut-off notice for utilities",,,"e.	Used a food bank or food pantry",,,,,j. Didn’t get a prescription filled because of the cost,,,,,,,"6.	Non-profit (including religious org.) employee",Gratiot,Ionia,Isabella,Montcalm,,Yes,White or Caucasian,Female,55-69 years,Never Married,High School or GED diploma,N/A,Renting home or apartment,$600.00,Household of 2,"Between $6,000 - $12,000",No,Yes,No,n/a,I don't know
Not a Barrier,Less of a Barrier,Don't know,Less of a Barrier,Don't know,Don't know,Less of a Barrier,Big Barrier,Less of a Barrier,Big Barrier,Big Barrier,Big Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Don't know,Less of a Barrier,Don't know,Less of a Barrier,Less of a Barrier,Big Barrier,Big Barrier,Less of a Barrier,Don't know,Don't know,Don't know,Less of a Barrier,Next Priority,Next Priority,,,Top Priority,,,,Top Priority,Top Priority,,,Next Priority,,,,,,,,,Somewhat familiar with EightCAP programs,,EightCAP’s services are vital for a strong community,,,,,,"Stay on top of the needs of the community and respond, as you have been doing.",Montcalm,Work for agency/organization that partners with EightCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.	Non-profit (including religious org.) employee",,,,Montcalm,,Yes,White or Caucasian,Male,55-69 years,Other,Have Masters or other advanced degree,N/A,Own/buying home,900,Household of 2,"$45,001-75,000",Yes,Yes,Yes,,
Big Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Big Barrier,Big Barrier,Big Barrier,Not a Barrier,Less of a Barrier,Not a Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Less of a Barrier,Less of a Barrier,Big Barrier,Not a Barrier,Big Barrier,Big Barrier,Less of a Barrier,Not a Barrier,Less of a Barrier,Less of a Barrier,Big Barrier,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Top Priority,Not Applicable,Next Priority,Top Priority,Top Priority,Not Applicable,Not Applicable,Next Priority,Not Applicable,Next Priority,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,Somewhat familiar with EightCAP programs,,EightCAP’s services are vital for a strong community,,Improve access to and/or quality of current programs,,,,,Other,Work for agency/organization that partners with EightCAP,,,,,,,,,,,,,,,,,,,,,j. Didn’t get a prescription filled because of the cost,,,,,,,"4.	Self-employed",Gratiot,,,,Other,Yes,White or Caucasian,Female,55-69 years,Married,Have Masters or other advanced degree,N/A,Own/buying home,?,Household of 2,"$45,001-75,000",Yes,Yes,Yes,I own a business and have had zero income for the last three years. We survive on my husbands income.,
Big Barrier,Less of a Barrier,Less of a Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Less of a Barrier,Big Barrier,Less of a Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Less of a Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Next Priority,Next Priority,Top Priority,Next Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Next Priority,Next Priority,Next Priority,Top Priority,Top Priority,Next Priority,,Very familiar,,EightCAP’s services are vital for a strong community,Expand the availability of services in current programs (serve more customers),Improve access to and/or quality of current programs,Start new programs to met new needs in the community,Advocate for low income residents in the community,,,Other,Work for agency/organization that partners with EightCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.	Non-profit (including religious org.) employee",,Ionia,,Montcalm,,,White or Caucasian,Female,24-44 years,Never Married,Have College Degree,N/A,Renting home or apartment,,Household of 2,"$75,001-$100,000",Yes,Yes,Yes,,
Less of a Barrier,Big Barrier,Less of a Barrier,Big Barrier,Less of a Barrier,Big Barrier,Big Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Big Barrier,Less of a Barrier,Big Barrier,Less of a Barrier,Big Barrier,Less of a Barrier,Less of a Barrier,Big Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Not a Barrier,Big Barrier,Big Barrier,Next Priority,Top Priority,,,,,Top Priority,,Next Priority,,,,,,,,,Top Priority,Next Priority,,,Very familiar,,EightCAP’s services are vital for a strong community,,,,,Partner with other organizations and agencies in the community,,Montcalm,Work for EightCAP or on Governance Board/Policy Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.	Government (including schools) employee",,,,Montcalm,,Yes,White or Caucasian,Female,45-54 years,Married,Have Masters or other advanced degree,N/A,Own/buying home,1600,Household of 2,"$75,001-$100,000",Yes,Yes,Yes,,Continue to collaborate and coordinate with community partners
Less of a Barrier,Big Barrier,Big Barrier,Big Barrier,Less of a Barrier,Less of a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Big Barrier,Not a Barrier,Not a Barrier,Big Barrier,Big Barrier,Big Barrier,Less of a Barrier,Big Barrier,Not a Barrier,Don't know,Big Barrier,Don't know,Don't know,Don't know,Less of a Barrier,Less of a Barrier,Big Barrier,,Top Priority,,,,Next Priority,Top Priority,,Next Priority,,,,,,,,,Top Priority,Next Priority,Not Applicable,Universal Home visiting to support families where they are at,Somewhat familiar with EightCAP programs,,EightCAP’s services are vital for a strong community,,Improve access to and/or quality of current programs,,,,Continue and expand collaboration in all programs.,Montcalm,Community member,,,,,,,,,,,,,,,,,,"g.	Household member lost job/laid off from work",,,j. Didn’t get a prescription filled because of the cost,,,,,,,"7.	Working more than one job",,,,Montcalm,,Yes,White or Caucasian,Female,24-44 years,Married,Have College Degree,N/A,Own/buying home,1200,Household of 3,"$45,001-75,000",Yes,Yes,Yes,no,Need to support education and the resources we have here in Montcalm County.
Less of a Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Not a Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Don't know,Less of a Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Don't know,Don't know,Not a Barrier,Don't know,Don't know,Don't know,Next Priority,Next Priority,Next Priority,Next Priority,Top Priority,Next Priority,Next Priority,Top Priority,Next Priority,Top Priority,Top Priority,Next Priority,Next Priority,Next Priority,Next Priority,Next Priority,Next Priority,Next Priority,Next Priority,Next Priority,,Somewhat familiar with EightCAP programs,,EightCAP’s services are vital for a strong community,Expand the availability of services in current programs (serve more customers),Improve access to and/or quality of current programs,,,Partner with other organizations and agencies in the community,,Other,Work for agency/organization that partners with EightCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.	Non-profit (including religious org.) employee",,Ionia,,Montcalm,,Yes,White or Caucasian,Female,55-69 years,Divorced,Have Masters or other advanced degree,N/A,Own/buying home,$1400,Household of 1,"Over $100,000",Yes,Yes,Yes,,
Big Barrier,Big Barrier,Big Barrier,Big Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Big Barrier,Big Barrier,Less of a Barrier,Less of a Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Less of a Barrier,Big Barrier,Less of a Barrier,Big Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Big Barrier,Big Barrier,,,,,,,,,Top Priority,Top Priority,,,Top Priority,,,Next Priority,,Next Priority,,Next Priority,,Somewhat familiar with EightCAP programs,,EightCAP’s services are vital for a strong community,Expand the availability of services in current programs (serve more customers),Improve access to and/or quality of current programs,,,Partner with other organizations and agencies in the community,,Isabella,Work for agency/organization that partners with EightCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.	Non-profit (including religious org.) employee",Gratiot,,Isabella,,,Yes,White or Caucasian,Female,24-44 years,Married,Have College Degree,N/A,Own/buying home,"around $1,000",Household of 5,"$75,001-$100,000",Yes,Yes,Yes,,
Less of a Barrier,Less of a Barrier,Not a Barrier,Less of a Barrier,Not a Barrier,Less of a Barrier,Big Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Big Barrier,Less of a Barrier,Big Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Big Barrier,Less of a Barrier,Big Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Next Priority,Next Priority,Next Priority,Next Priority,Top Priority,Next Priority,Next Priority,Next Priority,Next Priority,Top Priority,Top Priority,Top Priority,Top Priority,Next Priority,Not Applicable,Next Priority,Next Priority,Top Priority,Next Priority,Next Priority,,Very familiar,,EightCAP’s services are vital for a strong community,Expand the availability of services in current programs (serve more customers),Improve access to and/or quality of current programs,,,,,Montcalm,Work for agency/organization that partners with EightCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.	Non-profit (including religious org.) employee",,,,Montcalm,,No,White or Caucasian,Female,55-69 years,Married,Have Masters or other advanced degree,N/A,Own/buying home,500,Household of 3,"$75,001-$100,000",Yes,Yes,Yes,nothing,
Less of a Barrier,Big Barrier,Big Barrier,Big Barrier,Less of a Barrier,Less of a Barrier,Big Barrier,Big Barrier,Less of a Barrier,Less of a Barrier,Big Barrier,Big Barrier,Less of a Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Less of a Barrier,Big Barrier,Less of a Barrier,Less of a Barrier,,Big Barrier,Big Barrier,Less of a Barrier,Next Priority,Top Priority,Next Priority,Next Priority,Top Priority,Next Priority,Top Priority,Top Priority,Next Priority,Top Priority,Top Priority,Top Priority,Next Priority,Top Priority,Next Priority,Top Priority,Next Priority,Top Priority,Top Priority,Top Priority,,Somewhat familiar with EightCAP programs,,EightCAP’s services are vital for a strong community,Expand the availability of services in current programs (serve more customers),Improve access to and/or quality of current programs,Start new programs to met new needs in the community,Advocate for low income residents in the community,Partner with other organizations and agencies in the community,,Montcalm,Community member,,,,,,,,,,,,,,,,,,"g.	Household member lost job/laid off from work",,,,,,,,,,"6.	Non-profit (including religious org.) employee",,,,Montcalm,,Yes,White or Caucasian,Female,24-44 years,Married,Have Masters or other advanced degree,N/A,Own/buying home,2000,Household of 2,"$75,001-$100,000",Yes,Yes,Yes,,
Big Barrier,Less of a Barrier,Big Barrier,Less of a Barrier,Not a Barrier,Less of a Barrier,Less of a Barrier,Big Barrier,Less of a Barrier,Not a Barrier,Less of a Barrier,Big Barrier,Less of a Barrier,Big Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Big Barrier,Not a Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Not a Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,,,Top Priority,,Top Priority,,,Next Priority,Next Priority,,,,Top Priority,,,,,Next Priority,,,Good list provided,Somewhat familiar with EightCAP programs,,EightCAP’s services are vital for a strong community,Expand the availability of services in current programs (serve more customers),Improve access to and/or quality of current programs,Start new programs to met new needs in the community,Advocate for low income residents in the community,Partner with other organizations and agencies in the community,,Other,Work for agency/organization that partners with EightCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.	Non-profit (including religious org.) employee",,Ionia,,Montcalm,,Yes,White or Caucasian,Female,55-69 years,Married,Have Masters or other advanced degree,N/A,Renting home or apartment,1100,Household of 2,"$45,001-75,000",Yes,Yes,Yes,,
Less of a Barrier,Less of a Barrier,Not a Barrier,Big Barrier,Less of a Barrier,Less of a Barrier,Big Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Big Barrier,Don't know,Less of a Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Less of a Barrier,Big Barrier,Less of a Barrier,Less of a Barrier,Not a Barrier,Big Barrier,Big Barrier,Big Barrier,,,,,,,Top Priority,Top Priority,Next Priority,Top Priority,Next Priority,,,,,,,,,Next Priority,,Not familiar with most EightCAP programs,,EightCAP’s services are helpful but not vital for a strong community,Expand the availability of services in current programs (serve more customers),,Start new programs to met new needs in the community,,Partner with other organizations and agencies in the community,,Gratiot,Work for agency/organization that partners with EightCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.	Non-profit (including religious org.) employee",Gratiot,,Isabella,,Other,Yes,White or Caucasian,Female,24-44 years,Married,Have College Degree,N/A,Own/buying home,"1,350",Household of 2,"$75,001-$100,000",Yes,Yes,Yes,,
Big Barrier,Less of a Barrier,Less of a Barrier,Not a Barrier,Less of a Barrier,Less of a Barrier,Big Barrier,Big Barrier,Big Barrier,Less of a Barrier,Less of a Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Less of a Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Less of a Barrier,Big Barrier,Less of a Barrier,Big Barrier,Top Priority,Top Priority,Top Priority,Next Priority,Top Priority,Next Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Next Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,,Not familiar with most EightCAP programs,,EightCAP’s services are helpful but not vital for a strong community,,,,,,,Gratiot,Community member,,,,,,,,,,,,,"b.	Received a shut-off notice for utilities",,,,,,,,,,,,,,,"5.	Government (including schools) employee",Gratiot,,,,,Yes,White or Caucasian,Female,55-69 years,Divorced,Started College,N/A,Renting home or apartment,700,Household of 1,"$25,001 – 45,000",No,Yes,No,,
Not a Barrier,Not a Barrier,Big Barrier,Big Barrier,Big Barrier,Don't know,Big Barrier,Big Barrier,Big Barrier,Less of a Barrier,Don't know,Don't know,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Less of a Barrier,Less of a Barrier,Not a Barrier,,Don't know,Big Barrier,Big Barrier,Don't know,Big Barrier,Big Barrier,Big Barrier,,Next Priority,,Next Priority,Next Priority,,,,,,,,,Top Priority,,Top Priority,,,Top Priority,,,Somewhat familiar with EightCAP programs,,No opinion,Expand the availability of services in current programs (serve more customers),Improve access to and/or quality of current programs,Start new programs to met new needs in the community,,,,Isabella,Community member,,,,,,,,,,,,,,,,,"f.	Did you or family member cut or skip a meal because there was not enough money for food",,,i.   Didn’t go to the doctor because of the cost,,,l. Missed work because child care plans fell through,,,,,"3.	Work for private business",,,Isabella,,,Yes,White or Caucasian,Female,24-44 years,Married,High School or GED diploma,N/A,Renting home or apartment,2000,Household of 4,"$45,001-75,000",No,Yes,Yes,,
